Date,TotalReturnsIndex
2009-04-01,1049.72
2009-04-02,1101.42
2009-04-06,1108.42
2009-04-08,1136.26
2009-04-09,1136.06
2009-04-13,1150.92
2009-04-15,1175.09
2009-04-16,1141.15
2009-04-17,1152.31
2009-04-20,1147.03
2009-04-21,1127.11
2009-04-22,1112.66
2009-04-23,1154.51
2009-04-24,1170.12
2009-04-27,1164.76
2009-04-28,1135.61
2009-04-29,1178.59
2009-05-04,1248.07
2009-05-05,1248.12
2009-05-06,1230.5
2009-05-07,1248.58
2009-05-08,1228.71
2009-05-11,1208.39
2009-05-12,1242.42
2009-05-13,1220.61
2009-05-14,1212.38
2009-05-15,1238.42
2009-05-18,1438.93
2009-05-19,1455.4
2009-05-20,1469.34
2009-05-21,1446.4
2009-05-22,1441.62
2009-05-25,1438.67
2009-05-26,1411.5
2009-05-27,1472.96
2009-05-28,1495.64
2009-05-29,1535.63
2009-06-01,1557.99
2009-06-02,1572.84
2009-06-03,1569.96
2009-06-04,1575.09
2009-06-05,1595.62
2009-06-08,1534.68
2009-06-09,1580.81
2009-06-10,1609.12
2009-06-11,1590.28
2009-06-12,1571.98
2009-06-15,1558.51
2009-06-16,1583.37
2009-06-17,1532.0
2009-06-18,1503.0
2009-06-19,1523.65
2009-06-22,1503.14
2009-06-23,1499.08
2009-06-24,1518.27
2009-06-25,1502.88
2009-06-26,1547.6
2009-06-29,1544.12
2009-06-30,1524.74
2009-07-01,1537.87
2009-07-02,1555.49
2009-07-03,1580.46
2009-07-06,1500.15
2009-07-07,1512.71
2009-07-08,1474.55
2009-07-09,1467.79
2009-07-10,1454.8
2009-07-13,1451.53
2009-07-14,1503.1
2009-07-15,1540.59
2009-07-16,1538.15
2009-07-17,1599.48
2009-07-20,1659.18
2009-07-21,1645.76
2009-07-22,1628.61
2009-07-23,1674.71
2009-07-24,1702.84
2009-07-27,1707.59
2009-07-28,1694.27
2009-07-29,1674.05
2009-07-30,1712.7
2009-07-31,1747.16
2009-08-03,1779.88
2009-08-04,1772.76
2009-08-05,1785.33
2009-08-06,1731.66
2009-08-07,1695.06
2009-08-10,1677.23
2009-08-11,1693.25
2009-08-12,1669.72
2009-08-13,1733.64
2009-08-14,1725.1
2009-08-17,1648.77
2009-08-18,1670.86
2009-08-19,1639.43
2009-08-20,1669.12
2009-08-21,1703.41
2009-08-24,1741.38
2009-08-25,1737.51
2009-08-26,1747.31
2009-08-27,1739.42
2009-08-28,1754.73
2009-08-31,1734.45
2009-09-01,1733.41
2009-09-02,1733.03
2009-09-03,1735.19
2009-09-04,1763.53
2009-09-07,1806.28
2009-09-08,1813.31
2009-09-09,1813.42
2009-09-10,1818.32
2009-09-11,1831.15
2009-09-14,1830.05
2009-09-15,1858.71
2009-09-16,1904.9
2009-09-17,1926.43
2009-09-18,1928.42
2009-09-22,1948.97
2009-09-23,1928.56
2009-09-24,1921.03
2009-09-25,1895.06
2009-09-29,1918.49
2009-09-30,1952.62
2009-10-01,1962.71
2009-10-05,1926.43
2009-10-06,1948.82
2009-10-07,1921.47
2009-10-08,1934.33
2009-10-09,1907.09
2009-10-12,1948.44
2009-10-14,1982.25
2009-10-15,1986.73
2009-10-16,1998.4
2009-10-17,1998.17
2009-10-20,1997.79
2009-10-21,1969.32
2009-10-22,1940.36
2009-10-23,1954.35
2009-10-26,1945.32
2009-10-27,1890.92
2009-10-28,1869.41
2009-10-29,1845.01
2009-10-30,1853.48
2009-11-03,1800.47
2009-11-04,1862.34
2009-11-05,1883.89
2009-11-06,1893.28
2009-11-09,1934.65
2009-11-10,1927.73
2009-11-11,1977.19
2009-11-12,1955.37
2009-11-13,1984.72
2009-11-16,2013.63
2009-11-17,2023.38
2009-11-18,2022.72
2009-11-19,1993.85
2009-11-20,2022.26
2009-11-23,2043.26
2009-11-24,2043.09
2009-11-25,2053.15
2009-11-26,2011.12
2009-11-27,1988.58
2009-11-30,2026.46
2009-12-01,2052.36
2009-12-02,2055.82
2009-12-03,2061.33
2009-12-04,2045.82
2009-12-07,2032.63
2009-12-08,2055.16
2009-12-09,2042.69
2009-12-10,2050.83
2009-12-11,2042.0
2009-12-14,2043.99
2009-12-15,2014.76
2009-12-16,2026.24
2009-12-17,2041.8
2009-12-18,2024.09
2009-12-21,2010.7
2009-12-22,2026.52
2009-12-23,2088.6
2009-12-24,2108.29
2009-12-29,2112.94
2009-12-30,2110.11
2009-12-31,2123.13
2010-01-04,2148.35
2010-01-05,2170.29
2010-01-06,2164.91
2010-01-07,2144.86
2010-01-08,2130.55
2010-01-11,2141.17
2010-01-12,2129.36
2010-01-13,2151.78
2010-01-14,2154.48
2010-01-15,2153.08
2010-01-18,2173.9
2010-01-19,2151.54
2010-01-20,2155.69
2010-01-21,2119.76
2010-01-22,2084.8
2010-01-25,2064.89
2010-01-27,1985.65
2010-01-28,1996.19
2010-01-29,2003.37
2010-02-01,2018.23
2010-02-02,1992.18
2010-02-03,2036.65
2010-02-04,1997.31
2010-02-05,1938.83
2010-02-06,1955.24
2010-02-08,1956.2
2010-02-09,1974.72
2010-02-10,1955.3
2010-02-11,1987.85
2010-02-15,1980.3
2010-02-16,2014.01
2010-02-17,2037.86
2010-02-18,2038.22
2010-02-19,2019.56
2010-02-22,2033.77
2010-02-23,2038.39
2010-02-24,2029.01
2010-02-25,2035.06
2010-02-26,2070.15
2010-03-02,2112.7
2010-03-03,2131.54
2010-03-04,2125.19
2010-03-05,2129.54
2010-03-08,2152.89
2010-03-09,2144.37
2010-03-10,2146.49
2010-03-11,2151.0
2010-03-12,2152.53
2010-03-15,2148.06
2010-03-16,2170.39
2010-03-17,2185.16
2010-03-18,2193.71
2010-03-19,2195.39
2010-03-22,2168.12
2010-03-23,2170.86
2010-03-25,2183.4
2010-03-26,2201.59
2010-03-29,2204.16
2010-03-30,2187.63
2010-03-31,2176.38
2010-04-01,2191.97
2010-04-05,2223.55
2010-04-06,2217.41
2010-04-07,2214.92
2010-04-08,2185.52
2010-04-09,2201.94
2010-04-12,2192.72
2010-04-13,2194.73
2010-04-15,2179.02
2010-04-16,2176.25
2010-04-19,2155.85
2010-04-20,2170.96
2010-04-21,2188.96
2010-04-22,2201.92
2010-04-23,2219.14
2010-04-26,2228.6
2010-04-27,2221.63
2010-04-28,2186.91
2010-04-29,2202.64
2010-04-30,2218.51
2010-05-03,2193.82
2010-05-04,2158.44
2010-05-05,2152.25
2010-05-06,2152.79
2010-05-07,2107.06
2010-05-10,2186.37
2010-05-11,2164.97
2010-05-12,2173.41
2010-05-13,2190.38
2010-05-14,2150.95
2010-05-17,2129.74
2010-05-18,2131.07
2010-05-19,2057.5
2010-05-20,2078.64
2010-05-21,2072.79
2010-05-24,2060.95
2010-05-25,2002.01
2010-05-26,2040.17
2010-05-27,2076.79
2010-05-28,2097.83
2010-05-31,2111.81
2010-06-01,2062.55
2010-06-02,2090.82
2010-06-03,2128.42
2010-06-04,2142.93
2010-06-07,2096.66
2010-06-08,2070.75
2010-06-09,2078.22
2010-06-10,2112.01
2010-06-11,2124.54
2010-06-14,2158.25
2010-06-15,2159.44
2010-06-16,2169.59
2010-06-17,2175.85
2010-06-18,2173.79
2010-06-21,2213.0
2010-06-22,2193.6
2010-06-23,2206.8
2010-06-24,2203.81
2010-06-25,2179.43
2010-06-28,2205.07
2010-06-29,2173.46
2010-06-30,2188.73
2010-07-01,2157.95
2010-07-02,2153.02
2010-07-05,2152.78
2010-07-06,2182.61
2010-07-07,2163.23
2010-07-08,2197.4
2010-07-09,2220.96
2010-07-12,2237.35
2010-07-13,2232.46
2010-07-14,2218.0
2010-07-15,2218.0
2010-07-16,2242.45
2010-07-19,2241.1
2010-07-20,2230.05
2010-07-21,2253.88
2010-07-22,2271.17
2010-07-23,2274.17
2010-07-26,2258.54
2010-07-27,2275.79
2010-07-28,2272.64
2010-07-29,2285.55
2010-07-30,2265.02
2010-08-02,2302.07
2010-08-03,2307.03
2010-08-04,2323.97
2010-08-05,2317.47
2010-08-06,2310.39
2010-08-09,2340.25
2010-08-10,2335.55
2010-08-11,2324.45
2010-08-12,2346.09
2010-08-13,2361.77
2010-08-16,2345.48
2010-08-17,2342.63
2010-08-18,2378.82
2010-08-19,2400.06
2010-08-20,2382.31
2010-08-23,2405.11
2010-08-24,2385.69
2010-08-25,2363.93
2010-08-26,2374.16
2010-08-27,2343.77
2010-08-30,2353.71
2010-08-31,2359.22
2010-09-01,2391.96
2010-09-02,2391.97
2010-09-03,2396.01
2010-09-06,2448.77
2010-09-07,2458.75
2010-09-08,2469.0
2010-09-09,2494.12
2010-09-13,2554.48
2010-09-14,2560.07
2010-09-15,2582.92
2010-09-16,2564.63
2010-09-17,2588.18
2010-09-20,2625.18
2010-09-21,2638.89
2010-09-22,2631.62
2010-09-23,2624.84
2010-09-24,2648.15
2010-09-27,2657.92
2010-09-28,2654.73
2010-09-29,2647.34
2010-09-30,2658.22
2010-10-01,2708.04
2010-10-04,2716.75
2010-10-05,2711.14
2010-10-06,2718.56
2010-10-07,2691.32
2010-10-08,2678.41
2010-10-11,2692.83
