Date,TotalReturnsIndex
2010-09-21,1168.33
2010-09-22,1163.27
2010-09-23,1160.12
2010-09-24,1176.71
2010-09-27,1177.05
2010-09-28,1178.26
2010-09-29,1173.02
2010-09-30,1177.06
2010-10-01,1198.05
2010-10-04,1195.96
2010-10-05,1193.6
2010-10-06,1202.81
2010-10-07,1193.32
2010-10-08,1190.8
2010-10-11,1191.69
2010-10-12,1183.45
2010-10-13,1210.47
2010-10-14,1209.69
2010-10-15,1183.11
2010-10-18,1183.49
2010-10-19,1174.89
2010-10-20,1166.18
2010-10-21,1193.57
2010-10-22,1191.32
2010-10-25,1197.83
2010-10-26,1192.81
2010-10-27,1178.08
2010-10-28,1178.59
2010-10-29,1178.28
2010-11-01,1191.0
2010-11-02,1195.82
2010-11-03,1204.06
2010-11-04,1214.51
2010-11-05,1220.92
2010-11-08,1217.25
2010-11-09,1232.39
2010-11-10,1227.84
2010-11-11,1216.97
2010-11-12,1197.32
2010-11-15,1202.46
2010-11-16,1180.13
2010-11-18,1191.64
2010-11-19,1174.46
2010-11-22,1195.46
2010-11-23,1187.06
2010-11-24,1178.29
2010-11-25,1171.09
2010-11-26,1163.14
2010-11-29,1176.25
2010-11-30,1191.61
2010-12-01,1194.95
2010-12-02,1197.41
2010-12-03,1197.78
2010-12-06,1199.37
2010-12-07,1204.36
2010-12-08,1191.63
2010-12-09,1171.94
2010-12-10,1184.29
2010-12-13,1188.62
2010-12-14,1192.23
2010-12-15,1187.14
2010-12-16,1198.39
2010-12-20,1208.14
2010-12-21,1212.45
2010-12-22,1214.05
2010-12-23,1213.54
2010-12-24,1225.17
2010-12-27,1224.1
2010-12-28,1227.46
2010-12-29,1241.22
2010-12-30,1250.35
2010-12-31,1256.45
2011-01-03,1256.83
2011-01-04,1258.47
2011-01-05,1256.34
2011-01-06,1251.61
2011-01-07,1215.37
2011-01-10,1195.29
2011-01-11,1193.67
2011-01-12,1212.67
2011-01-13,1198.34
2011-01-14,1187.44
2011-01-17,1187.44
2011-01-18,1207.16
2011-01-19,1203.77
2011-01-20,1206.48
2011-01-21,1195.8
2011-01-24,1194.86
2011-01-25,1188.58
2011-01-27,1173.76
2011-01-28,1154.22
2011-01-31,1151.07
2011-02-01,1135.44
2011-02-02,1140.45
2011-02-03,1155.72
2011-02-04,1129.97
2011-02-07,1130.05
2011-02-08,1119.37
2011-02-09,1099.04
2011-02-10,1096.35
2011-02-11,1096.54
2011-02-14,1124.97
2011-02-15,1123.11
2011-02-16,1124.85
2011-02-17,1133.17
2011-02-18,1122.65
2011-02-21,1138.13
2011-02-22,1128.18
2011-02-23,1122.64
2011-02-24,1096.66
2011-02-25,1100.93
2011-02-28,1109.93
2011-03-01,1141.14
2011-03-03,1141.8
2011-03-04,1143.4
2011-03-07,1131.85
2011-03-08,1142.26
2011-03-09,1144.81
2011-03-10,1138.91
2011-03-11,1126.32
2011-03-14,1138.84
2011-03-15,1119.97
2011-03-16,1131.13
2011-03-17,1118.8
2011-03-18,1110.87
2011-03-21,1103.93
2011-03-22,1113.96
2011-03-23,1123.77
2011-03-24,1132.68
2011-03-25,1155.06
2011-03-28,1159.77
2011-03-29,1173.91
2011-03-30,1183.6
2011-03-31,1198.56
2011-04-01,1199.46
2011-04-04,1213.78
2011-04-05,1220.83
2011-04-06,1215.69
2011-04-07,1212.74
2011-04-08,1204.91
2011-04-11,1196.5
2011-04-13,1221.11
2011-04-15,1203.32
2011-04-18,1187.95
2011-04-19,1187.32
2011-04-20,1212.38
2011-04-21,1214.38
2011-04-25,1219.96
2011-04-26,1222.46
2011-04-27,1217.42
2011-04-28,1209.18
2011-04-29,1204.91
2011-05-02,1198.38
2011-05-03,1172.2
2011-05-04,1160.7
2011-05-05,1146.27
2011-05-06,1159.54
2011-05-09,1163.21
2011-05-10,1163.22
2011-05-11,1167.74
2011-05-12,1153.51
2011-05-13,1169.53
2011-05-16,1166.63
2011-05-17,1167.1
2011-05-18,1168.78
2011-05-19,1171.16
2011-05-20,1182.57
2011-05-23,1170.33
2011-05-24,1171.97
2011-05-25,1166.13
2011-05-26,1174.31
2011-05-27,1182.4
2011-05-30,1181.81
2011-05-31,1198.82
2011-06-01,1210.55
2011-06-02,1207.61
2011-06-03,1205.46
2011-06-06,1206.32
2011-06-07,1208.59
2011-06-08,1205.19
2011-06-09,1203.79
2011-06-10,1199.52
2011-06-13,1200.82
2011-06-14,1209.16
2011-06-15,1201.52
2011-06-16,1186.16
2011-06-17,1175.98
2011-06-20,1158.12
2011-06-21,1163.71
2011-06-22,1156.3
2011-06-23,1166.54
2011-06-24,1198.72
2011-06-27,1207.57
2011-06-28,1212.35
2011-06-29,1223.52
2011-06-30,1231.7
2011-07-01,1231.41
2011-07-04,1231.18
2011-07-05,1227.12
2011-07-06,1228.39
2011-07-07,1253.82
2011-07-08,1240.41
2011-07-11,1229.41
2011-07-12,1208.37
2011-07-13,1218.55
2011-07-14,1218.31
2011-07-15,1217.98
2011-07-18,1213.93
2011-07-19,1221.07
2011-07-20,1209.29
2011-07-21,1205.86
2011-07-22,1221.53
2011-07-25,1231.7
2011-07-26,1217.65
2011-07-27,1215.93
2011-07-28,1210.77
2011-07-29,1210.19
2011-08-01,1213.62
2011-08-02,1200.97
2011-08-03,1188.25
2011-08-04,1173.62
2011-08-05,1150.63
2011-08-08,1130.34
2011-08-09,1118.77
2011-08-10,1136.37
2011-08-11,1128.82
2011-08-12,1118.5
2011-08-16,1118.39
2011-08-17,1129.87
2011-08-18,1108.13
2011-08-19,1083.79
2011-08-22,1095.56
2011-08-23,1116.61
2011-08-24,1104.71
2011-08-25,1097.61
2011-08-26,1084.73
2011-08-29,1120.03
2011-08-30,1135.17
2011-09-02,1140.66
2011-09-05,1139.74
2011-09-06,1143.77
2011-09-07,1151.48
2011-09-08,1156.18
2011-09-09,1142.74
2011-09-12,1120.11
2011-09-13,1122.24
2011-09-14,1138.42
2011-09-15,1148.83
2011-09-16,1139.89
2011-09-19,1131.88
2011-09-20,1152.6
2011-09-21,1149.44
2011-09-22,1107.88
2011-09-23,1101.06
2011-09-26,1091.18
2011-09-27,1116.36
2011-09-28,1110.55
2011-09-29,1119.35
2011-09-30,1108.2
2011-10-03,1092.12
2011-10-04,1081.39
2011-10-05,1079.71
2011-10-07,1099.09
2011-10-10,1110.35
2011-10-11,1111.92
2011-10-12,1137.28
2011-10-13,1129.56
2011-10-14,1143.67
2011-10-17,1141.99
2011-10-18,1118.37
2011-10-19,1137.21
2011-10-20,1132.25
2011-10-21,1121.39
2011-10-24,1132.26
2011-10-25,1153.61
2011-10-26,1158.34
2011-10-28,1184.13
2011-10-31,1182.07
2011-11-01,1175.0
2011-11-02,1174.07
2011-11-03,1173.46
2011-11-04,1182.79
2011-11-08,1182.65
2011-11-09,1179.06
2011-11-11,1173.17
2011-11-14,1174.06
2011-11-15,1158.21
2011-11-16,1147.27
2011-11-17,1133.12
2011-11-18,1127.85
2011-11-21,1108.23
2011-11-22,1108.63
2011-11-23,1088.46
2011-11-24,1103.01
2011-11-25,1093.39
2011-11-28,1117.33
2011-11-29,1111.45
2011-11-30,1121.62
2011-12-01,1135.03
2011-12-02,1157.89
2011-12-05,1155.35
2011-12-07,1157.74
2011-12-08,1137.71
2011-12-09,1124.37
2011-12-12,1106.59
2011-12-13,1109.86
2011-12-14,1107.23
2011-12-15,1103.73
2011-12-16,1085.43
2011-12-19,1076.98
2011-12-20,1055.42
2011-12-21,1079.17
2011-12-22,1081.07
2011-12-23,1080.11
2011-12-26,1097.12
2011-12-27,1094.27
2011-12-28,1086.54
2011-12-29,1078.96
2011-12-30,1077.12
2012-01-02,1076.57
2012-01-03,1101.71
2012-01-04,1091.39
2012-01-05,1092.56
2012-01-06,1085.67
2012-01-07,1085.96
2012-01-09,1083.67
2012-01-10,1102.41
2012-01-11,1100.42
2012-01-12,1089.42
2012-01-13,1098.47
2012-01-16,1106.63
2012-01-17,1130.16
2012-01-18,1118.62
2012-01-19,1127.56
2012-01-20,1128.47
2012-01-23,1133.13
2012-01-24,1147.31
2012-01-25,1153.1
2012-01-27,1164.42
2012-01-30,1145.83
2012-01-31,1161.74
2012-02-01,1169.93
2012-02-02,1187.01
2012-02-03,1193.87
2012-02-06,1205.96
2012-02-07,1196.6
2012-02-08,1205.37
2012-02-09,1212.05
2012-02-10,1207.77
2012-02-13,1208.39
2012-02-14,1214.2
2012-02-15,1236.71
2012-02-16,1239.15
2012-02-17,1242.6
2012-02-21,1248.4
2012-02-22,1233.54
2012-02-23,1227.51
2012-02-24,1223.11
2012-02-27,1198.59
2012-02-28,1210.65
2012-02-29,1209.57
2012-03-01,1204.95
2012-03-02,1209.67
2012-03-03,1208.63
2012-03-05,1195.33
2012-03-06,1187.82
2012-03-07,1189.03
2012-03-09,1207.78
2012-03-12,1213.86
2012-03-13,1227.26
2012-03-14,1230.05
2012-03-15,1220.76
2012-03-16,1213.93
2012-03-19,1206.15
2012-03-20,1208.71
2012-03-21,1229.06
2012-03-22,1203.54
2012-03-23,1217.12
2012-03-26,1200.63
2012-03-27,1214.39
2012-03-28,1206.9
2012-03-29,1202.31
2012-03-30,1224.35
2012-04-02,1229.18
2012-04-03,1231.52
2012-04-04,1224.3
2012-04-09,1206.91
2012-04-10,1206.66
2012-04-11,1199.51
2012-04-12,1208.01
2012-04-13,1185.13
2012-04-16,1185.27
2012-04-17,1201.14
2012-04-18,1204.86
2012-04-19,1210.94
2012-04-20,1203.19
2012-04-23,1180.97
2012-04-24,1191.6
2012-04-25,1188.05
2012-04-26,1187.23
2012-04-27,1186.91
2012-04-28,1190.02
2012-04-30,1203.87
2012-05-02,1203.89
2012-05-03,1196.45
2012-05-04,1178.1
2012-05-07,1187.48
2012-05-08,1161.81
2012-05-09,1166.44
2012-05-10,1160.86
2012-05-11,1147.65
2012-05-14,1154.57
2012-05-15,1167.16
2012-05-16,1150.9
2012-05-17,1150.49
2012-05-18,1148.7
2012-05-21,1148.09
