Date,TotalReturnsIndex
2005-04-01,1000.0
2005-04-04,997.47
2005-04-05,989.53
2005-04-06,994.5
2005-04-07,992.75
2005-04-08,983.2
2005-04-11,975.38
2005-04-12,984.93
2005-04-13,987.41
2005-04-15,958.74
2005-04-18,943.98
2005-04-19,934.59
2005-04-20,951.8
2005-04-21,961.82
2005-04-22,969.66
2005-04-25,968.12
2005-04-26,965.28
2005-04-27,961.93
2005-04-28,968.39
2005-04-29,950.53
2005-05-02,955.35
2005-05-03,957.06
2005-05-04,968.87
2005-05-05,975.63
2005-05-06,979.9
2005-05-09,992.36
2005-05-10,990.18
2005-05-11,987.24
2005-05-12,993.2
2005-05-13,994.62
2005-05-16,1001.23
2005-05-17,992.0
2005-05-18,991.23
2005-05-19,994.99
2005-05-20,995.05
2005-05-23,1000.09
2005-05-24,1006.85
2005-05-25,1014.68
2005-05-26,1025.7
2005-05-27,1030.01
2005-05-30,1025.68
2005-05-31,1030.0
2005-06-01,1032.82
2005-06-02,1024.42
2005-06-03,1034.95
2005-06-04,1038.51
2005-06-06,1038.36
2005-06-07,1044.67
2005-06-08,1053.06
2005-06-09,1049.71
2005-06-10,1044.67
2005-06-13,1045.53
2005-06-14,1048.11
2005-06-15,1052.39
2005-06-16,1050.84
2005-06-17,1051.81
2005-06-20,1057.45
2005-06-21,1069.4
2005-06-22,1075.95
2005-06-23,1076.97
2005-06-24,1084.22
2005-06-27,1084.96
2005-06-28,1067.96
2005-06-29,1076.7
2005-06-30,1088.83
2005-07-01,1090.44
2005-07-04,1101.37
2005-07-05,1094.69
2005-07-06,1106.17
2005-07-07,1087.42
2005-07-08,1098.98
2005-07-11,1105.74
2005-07-12,1105.03
2005-07-13,1101.66
2005-07-14,1095.05
2005-07-15,1108.61
2005-07-18,1120.84
2005-07-19,1123.35
2005-07-20,1124.18
2005-07-21,1121.81
2005-07-22,1132.92
2005-07-25,1139.39
2005-07-26,1137.85
2005-07-27,1142.24
2005-07-29,1137.68
2005-08-01,1145.74
2005-08-02,1163.92
2005-08-03,1167.97
2005-08-04,1175.05
2005-08-05,1167.93
2005-08-08,1148.95
2005-08-09,1140.38
2005-08-10,1163.24
2005-08-11,1176.39
2005-08-12,1176.15
2005-08-16,1179.29
2005-08-17,1188.86
2005-08-18,1177.81
2005-08-19,1175.85
2005-08-22,1171.25
2005-08-23,1150.36
2005-08-24,1142.66
2005-08-25,1152.9
2005-08-26,1162.24
2005-08-29,1151.11
2005-08-30,1165.86
2005-08-31,1174.71
2005-09-01,1188.4
2005-09-02,1195.55
2005-09-05,1202.34
2005-09-06,1207.35
2005-09-08,1217.62
2005-09-09,1214.77
2005-09-12,1230.27
2005-09-13,1241.71
2005-09-14,1238.78
2005-09-15,1252.34
2005-09-16,1261.32
2005-09-19,1267.17
2005-09-20,1267.59
2005-09-21,1258.7
2005-09-22,1216.45
2005-09-23,1214.04
2005-09-26,1252.11
2005-09-27,1259.8
2005-09-28,1271.93
2005-09-29,1274.07
2005-09-30,1275.37
2005-10-03,1295.67
2005-10-04,1311.79
2005-10-05,1303.68
2005-10-06,1277.79
2005-10-07,1270.25
2005-10-10,1266.93
2005-10-11,1271.38
2005-10-13,1247.82
2005-10-14,1230.19
2005-10-17,1231.76
2005-10-18,1228.09
2005-10-19,1200.88
2005-10-20,1191.39
2005-10-21,1214.46
2005-10-24,1188.02
2005-10-25,1194.15
2005-10-26,1188.06
2005-10-27,1165.36
2005-10-28,1141.03
2005-10-31,1165.56
2005-11-01,1174.87
2005-11-02,1186.79
2005-11-07,1213.98
2005-11-08,1235.47
2005-11-09,1234.64
2005-11-10,1239.87
2005-11-11,1263.04
2005-11-14,1265.4
2005-11-16,1278.59
2005-11-17,1290.12
2005-11-18,1294.36
2005-11-21,1288.36
2005-11-22,1272.4
2005-11-23,1284.36
2005-11-24,1296.46
2005-11-25,1316.95
2005-11-26,1327.27
2005-11-28,1339.9
2005-11-29,1336.08
2005-11-30,1317.09
2005-12-01,1337.13
2005-12-02,1343.11
2005-12-05,1324.23
2005-12-06,1324.65
2005-12-07,1334.96
2005-12-08,1342.18
2005-12-09,1357.53
2005-12-12,1366.79
2005-12-13,1383.48
2005-12-14,1385.46
2005-12-15,1370.61
2005-12-16,1381.02
2005-12-19,1399.14
2005-12-20,1392.39
2005-12-21,1397.22
2005-12-22,1403.31
2005-12-23,1384.89
2005-12-26,1362.19
2005-12-27,1386.04
2005-12-28,1384.46
2005-12-29,1396.8
2005-12-30,1409.24
2006-01-02,1411.06
2006-01-03,1432.1
2006-01-04,1442.8
2006-01-05,1445.77
2006-01-06,1457.13
2006-01-09,1457.18
2006-01-10,1441.02
2006-01-12,1432.62
2006-01-13,1432.16
2006-01-16,1424.28
2006-01-17,1414.04
2006-01-18,1407.95
2006-01-19,1434.24
2006-01-20,1452.14
2006-01-23,1442.55
2006-01-24,1456.04
2006-01-25,1474.14
2006-01-27,1501.14
2006-01-30,1497.36
2006-01-31,1516.37
2006-02-01,1508.89
2006-02-02,1524.46
2006-02-03,1508.99
2006-02-06,1529.84
2006-02-07,1541.79
2006-02-08,1547.19
2006-02-10,1560.36
2006-02-13,1559.75
2006-02-14,1546.18
2006-02-15,1553.5
2006-02-16,1548.02
2006-02-17,1521.73
2006-02-20,1530.13
2006-02-21,1542.46
2006-02-22,1558.63
2006-02-23,1561.05
2006-02-24,1557.8
2006-02-27,1564.79
2006-02-28,1563.04
2006-03-01,1580.8
2006-03-02,1593.52
2006-03-03,1588.43
2006-03-06,1616.71
2006-03-07,1614.83
2006-03-08,1586.15
2006-03-09,1590.15
2006-03-10,1613.61
2006-03-13,1617.38
2006-03-14,1609.84
2006-03-16,1624.59
2006-03-17,1624.87
2006-03-20,1643.14
2006-03-21,1639.01
2006-03-22,1625.21
2006-03-23,1634.48
2006-03-24,1648.67
2006-03-27,1665.32
2006-03-28,1667.21
2006-03-29,1679.48
2006-03-30,1711.35
2006-03-31,1710.81
2006-04-03,1742.51
2006-04-04,1758.23
2006-04-05,1782.55
2006-04-07,1747.22
2006-04-10,1758.98
2006-04-12,1712.75
2006-04-13,1684.95
2006-04-17,1730.51
2006-04-18,1772.28
2006-04-19,1771.5
2006-04-20,1782.24
2006-04-21,1779.88
2006-04-24,1773.51
2006-04-25,1731.8
2006-04-26,1771.11
2006-04-27,1747.98
2006-04-28,1758.93
2006-04-29,1777.14
2006-05-02,1801.79
2006-05-03,1815.43
2006-05-04,1824.14
2006-05-05,1828.73
2006-05-08,1838.87
2006-05-09,1841.99
2006-05-10,1860.83
2006-05-11,1837.83
2006-05-12,1822.35
2006-05-15,1739.63
2006-05-16,1744.78
2006-05-17,1788.78
2006-05-18,1672.91
2006-05-19,1588.92
2006-05-22,1517.59
2006-05-23,1575.08
2006-05-24,1537.06
2006-05-25,1558.41
2006-05-26,1597.21
2006-05-29,1596.11
2006-05-30,1577.2
2006-05-31,1519.88
2006-06-01,1465.84
2006-06-02,1523.03
2006-06-05,1487.04
2006-06-06,1448.02
2006-06-07,1404.44
2006-06-08,1323.78
2006-06-09,1406.12
2006-06-12,1365.81
2006-06-13,1293.42
2006-06-14,1273.23
2006-06-15,1350.47
2006-06-16,1402.61
2006-06-19,1419.45
2006-06-20,1398.51
2006-06-21,1428.28
2006-06-22,1466.87
2006-06-23,1487.49
2006-06-25,1494.26
2006-06-26,1440.78
2006-06-27,1458.59
2006-06-28,1458.02
2006-06-29,1476.05
2006-06-30,1530.44
2006-07-03,1538.1
2006-07-04,1524.5
2006-07-05,1549.46
2006-07-06,1536.78
2006-07-07,1491.93
2006-07-10,1524.54
2006-07-11,1517.9
2006-07-12,1548.29
2006-07-13,1537.4
2006-07-14,1517.84
2006-07-17,1466.19
2006-07-18,1458.27
2006-07-19,1431.88
2006-07-20,1470.32
2006-07-21,1435.02
2006-07-24,1441.23
2006-07-25,1472.2
2006-07-26,1509.51
2006-07-27,1527.16
2006-07-28,1515.26
2006-07-31,1513.26
2006-08-01,1511.15
2006-08-02,1528.09
2006-08-03,1528.05
2006-08-04,1519.21
2006-08-07,1512.28
2006-08-08,1535.72
2006-08-09,1555.34
2006-08-10,1559.46
2006-08-11,1570.39
2006-08-14,1590.09
2006-08-16,1612.17
2006-08-17,1611.57
2006-08-18,1612.85
2006-08-21,1617.29
2006-08-22,1622.43
2006-08-23,1604.15
2006-08-24,1620.29
2006-08-25,1630.69
2006-08-28,1635.57
2006-08-29,1648.34
2006-08-30,1650.85
2006-08-31,1640.81
2006-09-01,1657.84
2006-09-04,1676.49
2006-09-05,1679.42
2006-09-06,1680.01
2006-09-07,1665.65
2006-09-08,1672.89
2006-09-11,1618.6
2006-09-12,1636.38
2006-09-13,1665.64
2006-09-14,1668.02
2006-09-15,1672.28
2006-09-18,1686.55
2006-09-19,1665.67
2006-09-20,1678.51
2006-09-21,1702.1
2006-09-22,1701.39
2006-09-25,1690.95
2006-09-26,1709.93
2006-09-27,1714.41
2006-09-28,1721.58
2006-09-29,1727.32
2006-10-03,1716.71
2006-10-04,1693.8
2006-10-05,1720.75
2006-10-06,1721.98
2006-10-09,1721.42
2006-10-10,1721.55
2006-10-11,1717.68
2006-10-12,1745.93
2006-10-13,1766.13
2006-10-16,1786.62
2006-10-17,1779.9
2006-10-18,1777.97
2006-10-19,1764.35
2006-10-20,1764.71
2006-10-21,1769.88
2006-10-23,1758.32
2006-10-26,1774.27
2006-10-27,1801.89
2006-10-30,1805.5
2006-10-31,1798.01
2006-11-01,1797.05
2006-11-02,1800.69
2006-11-03,1798.35
2006-11-06,1808.18
2006-11-07,1801.3
2006-11-08,1791.37
2006-11-09,1809.63
2006-11-10,1819.17
2006-11-13,1831.6
2006-11-14,1832.91
2006-11-15,1830.05
2006-11-16,1839.4
2006-11-17,1821.4
2006-11-20,1817.27
2006-11-21,1840.88
2006-11-22,1864.07
2006-11-23,1858.59
2006-11-24,1856.03
2006-11-27,1853.46
2006-11-28,1831.56
2006-11-29,1835.58
2006-11-30,1842.19
2006-12-01,1871.61
2006-12-04,1866.99
2006-12-05,1866.22
2006-12-06,1858.16
2006-12-07,1862.57
2006-12-08,1837.6
2006-12-11,1793.22
2006-12-12,1733.18
2006-12-13,1750.92
2006-12-14,1794.21
2006-12-15,1810.22
